user_id,signup_date,signup_timestamp,channel,device_os,app_version,ab_test_group,country
usr_001635,2026-07-08,2026-07-08 07:18:14,Paid Search (Google),Android,v2.5.1,Control_A,United States
usr_001636,2026-07-24,2026-07-24 02:35:04,Meta Ads (Instagram),Android,v2.5.2,Control_A,India
usr_001637,2026-08-14,2026-08-14 20:34:04,Paid Search (Google),iOS,v2.5.3,Variant_B,Canada
usr_001638,2026-08-25,2026-08-25 23:39:41,Meta Ads (Instagram),iOS,v2.5.2,Variant_B,United States
usr_001639,2026-06-05,2026-06-05 02:03:32,Meta Ads (Instagram),iOS,v2.5.1,Variant_B,Germany
usr_001640,2026-06-08,2026-06-08 05:40:04,Paid Search (Google),Android,v2.5.3,Control_A,United Kingdom
usr_001641,2026-07-10,2026-07-10 08:53:35,Paid Search (Google),iOS,v2.5.2,Control_A,United States
usr_001642,2026-07-04,2026-07-04 21:45:46,Paid Search (Google),Android,v2.5.3,Variant_B,India
usr_001643,2026-06-14,2026-06-14 06:48:42,Influencer Campaign,iOS,v2.5.3,Variant_B,Canada
usr_001644,2026-06-06,2026-06-06 21:33:38,Referral,Android,v2.5.1,Control_A,United Kingdom
usr_001645,2026-06-15,2026-06-15 11:35:32,Influencer Campaign,Web,v3.1.0-web,Variant_B,Canada
usr_001646,2026-08-24,2026-08-24 04:18:45,Meta Ads (Instagram),Android,v2.5.3,Variant_B,Canada
usr_001647,2026-08-13,2026-08-13 17:43:21,Meta Ads (Instagram),iOS,v2.5.3,Variant_B,United Kingdom
usr_001648,2026-06-19,2026-06-19 11:43:00,Paid Search (Google),Android,v2.5.1,Variant_B,Canada
usr_001649,2026-06-10,2026-06-10 17:36:20,Referral,iOS,v2.5.1,Variant_B,United Kingdom
usr_001650,2026-07-03,2026-07-03 22:44:45,Organic Search,Web,v3.1.0-web,Control_A,United Kingdom
usr_001651,2026-07-23,2026-07-23 10:07:50,Organic Search,iOS,v2.5.3,Control_A,Canada
usr_001652,2026-07-02,2026-07-02 23:55:40,Referral,Android,v2.5.2,Control_A,Canada
usr_001653,2026-08-24,2026-08-24 00:29:51,Referral,Android,v2.5.3,Control_A,United Kingdom
usr_001654,2026-08-19,2026-08-19 19:26:47,Organic Search,iOS,v2.5.1,Variant_B,Germany
usr_001655,2026-08-07,2026-08-07 22:28:57,Referral,Web,v3.1.0-web,Control_A,United Kingdom
usr_001656,2026-06-28,2026-06-28 16:54:31,Paid Search (Google),Android,v2.5.2,Variant_B,United States
usr_001657,2026-06-24,2026-06-24 22:43:37,Meta Ads (Instagram),Android,v2.5.2,Control_A,Germany
usr_001658,2026-07-26,2026-07-26 07:33:12,Meta Ads (Instagram),iOS,v2.5.3,Variant_B,Canada
usr_001659,2026-07-06,2026-07-06 06:58:07,Paid Search (Google),iOS,v2.5.1,Variant_B,Germany
usr_001660,2026-07-02,2026-07-02 22:24:30,Meta Ads (Instagram),iOS,v2.5.3,Control_A,United States
usr_001661,2026-06-15,2026-06-15 05:42:47,Meta Ads (Instagram),iOS,v2.5.1,Control_A,Canada
usr_001662,2026-08-27,2026-08-27 02:29:20,Paid Search (Google),iOS,v2.5.2,Control_A,Canada
usr_001663,2026-06-04,2026-06-04 03:22:57,Meta Ads (Instagram),Android,v2.5.1,Control_A,India
usr_001664,2026-07-09,2026-07-09 02:17:41,Paid Search (Google),iOS,v2.5.2,Variant_B,India
usr_001665,2026-08-28,2026-08-28 14:12:19,Meta Ads (Instagram),Android,v2.5.3,Control_A,Canada
usr_001666,2026-07-14,2026-07-14 00:22:30,Referral,Web,v3.1.0-web,Control_A,Canada
usr_001667,2026-06-30,2026-06-30 19:12:53,Paid Search (Google),iOS,v2.5.1,Control_A,Canada
usr_001668,2026-06-18,2026-06-18 11:16:38,Organic Search,Web,v3.1.0-web,Variant_B,United Kingdom
usr_001669,2026-07-26,2026-07-26 09:25:42,Meta Ads (Instagram),Android,v2.5.3,Control_A,Canada
usr_001670,2026-08-01,2026-08-01 00:00:55,Meta Ads (Instagram),Android,v2.5.2,Variant_B,United Kingdom
usr_001671,2026-07-23,2026-07-23 13:27:33,Influencer Campaign,Android,v2.5.1,Control_A,United States
usr_001672,2026-07-14,2026-07-14 00:02:44,Meta Ads (Instagram),iOS,v2.5.3,Control_A,United Kingdom
usr_001673,2026-08-12,2026-08-12 00:16:41,Meta Ads (Instagram),iOS,v2.5.3,Variant_B,United States
usr_001674,2026-06-25,2026-06-25 16:58:12,Referral,iOS,v2.5.1,Control_A,India
usr_001675,2026-06-06,2026-06-06 01:24:15,Organic Search,iOS,v2.5.1,Control_A,Germany
usr_001676,2026-07-21,2026-07-21 22:57:24,Influencer Campaign,Web,v3.1.0-web,Variant_B,Canada
usr_001677,2026-08-07,2026-08-07 03:53:20,Paid Search (Google),iOS,v2.5.1,Control_A,Canada
usr_001678,2026-08-08,2026-08-08 02:16:13,Meta Ads (Instagram),Android,v2.5.3,Control_A,Germany
usr_001679,2026-06-20,2026-06-20 04:32:21,Organic Search,iOS,v2.5.3,Variant_B,India
usr_001680,2026-08-29,2026-08-29 01:51:46,Meta Ads (Instagram),iOS,v2.5.1,Control_A,United States
usr_001681,2026-07-12,2026-07-12 20:28:20,Meta Ads (Instagram),Android,v2.5.3,Variant_B,Germany
usr_001682,2026-06-20,2026-06-20 18:24:31,Meta Ads (Instagram),Android,v2.5.1,Variant_B,United Kingdom
usr_001683,2026-06-12,2026-06-12 09:28:15,Paid Search (Google),iOS,v2.5.2,Control_A,United States
usr_001684,2026-08-24,2026-08-24 23:03:46,Meta Ads (Instagram),Android,v2.5.1,Control_A,United Kingdom
usr_001685,2026-07-10,2026-07-10 20:49:26,Paid Search (Google),iOS,v2.5.3,Variant_B,United States
usr_001686,2026-08-17,2026-08-17 11:48:49,Organic Search,Android,v2.5.3,Control_A,Canada
usr_001687,2026-08-03,2026-08-03 04:17:47,Referral,Android,v2.5.3,Variant_B,Germany
usr_001688,2026-08-21,2026-08-21 10:39:22,Meta Ads (Instagram),Web,v3.1.0-web,Variant_B,United Kingdom
usr_001689,2026-08-17,2026-08-17 16:40:53,Organic Search,iOS,v2.5.1,Variant_B,United Kingdom
usr_001690,2026-07-25,2026-07-25 06:06:14,Organic Search,iOS,v2.5.1,Control_A,United Kingdom
usr_001691,2026-06-05,2026-06-05 05:39:59,Paid Search (Google),Android,v2.5.2,Control_A,Canada
usr_001692,2026-06-08,2026-06-08 11:29:09,Referral,Android,v2.5.1,Control_A,India
usr_001693,2026-07-01,2026-07-01 20:04:37,Meta Ads (Instagram),Android,v2.5.1,Variant_B,Canada
usr_001694,2026-08-11,2026-08-11 14:09:40,Paid Search (Google),Android,v2.5.3,Variant_B,India
usr_001695,2026-08-22,2026-08-22 20:08:14,Meta Ads (Instagram),iOS,v2.5.3,Variant_B,United States
usr_001696,2026-06-10,2026-06-10 10:27:47,Meta Ads (Instagram),Android,v2.5.2,Variant_B,United Kingdom
usr_001697,2026-07-11,2026-07-11 10:59:24,Organic Search,iOS,v2.5.3,Variant_B,India
usr_001698,2026-07-25,2026-07-25 09:53:24,Paid Search (Google),iOS,v2.5.1,Control_A,United Kingdom
usr_001699,2026-06-15,2026-06-15 02:32:27,Organic Search,Android,v2.5.1,Control_A,India
usr_001700,2026-06-23,2026-06-23 00:33:50,Meta Ads (Instagram),iOS,v2.5.2,Control_A,United Kingdom
usr_001701,2026-06-27,2026-06-27 12:10:15,Paid Search (Google),iOS,v2.5.1,Control_A,United Kingdom
usr_001702,2026-06-17,2026-06-17 16:04:34,Organic Search,iOS,v2.5.3,Control_A,Canada
usr_001703,2026-08-22,2026-08-22 23:37:43,Meta Ads (Instagram),iOS,v2.5.2,Control_A,Canada
usr_001704,2026-08-16,2026-08-16 18:12:02,Organic Search,Android,v2.5.2,Variant_B,Canada
usr_001705,2026-07-06,2026-07-06 21:36:02,Meta Ads (Instagram),iOS,v2.5.3,Variant_B,United Kingdom
usr_001706,2026-06-14,2026-06-14 16:14:46,Meta Ads (Instagram),iOS,v2.5.1,Variant_B,India
usr_001707,2026-08-19,2026-08-19 13:15:39,Paid Search (Google),Android,v2.5.3,Control_A,United Kingdom
usr_001708,2026-07-02,2026-07-02 03:54:00,Meta Ads (Instagram),Android,v2.5.1,Control_A,United Kingdom
usr_001709,2026-06-04,2026-06-04 20:46:03,Meta Ads (Instagram),Android,v2.5.1,Variant_B,Germany
usr_001710,2026-07-21,2026-07-21 01:39:20,Referral,Android,v2.5.3,Control_A,United States
usr_001711,2026-07-17,2026-07-17 17:18:34,Meta Ads (Instagram),iOS,v2.5.1,Control_A,Germany
usr_001712,2026-07-24,2026-07-24 03:26:13,Organic Search,iOS,v2.5.2,Control_A,Germany
usr_001713,2026-07-20,2026-07-20 19:32:59,Organic Search,Android,v2.5.1,Control_A,India
usr_001714,2026-08-12,2026-08-12 00:17:49,Meta Ads (Instagram),iOS,v2.5.3,Control_A,Canada
usr_001715,2026-06-09,2026-06-09 11:31:56,Influencer Campaign,iOS,v2.5.2,Control_A,India
usr_001716,2026-07-03,2026-07-03 07:18:54,Referral,iOS,v2.5.1,Control_A,Canada
usr_001717,2026-07-29,2026-07-29 12:04:13,Paid Search (Google),Android,v2.5.2,Control_A,India
usr_001718,2026-07-22,2026-07-22 18:50:42,Paid Search (Google),Android,v2.5.1,Control_A,Canada
usr_001719,2026-06-30,2026-06-30 14:53:52,Paid Search (Google),Android,v2.5.3,Variant_B,Germany
usr_001720,2026-06-01,2026-06-01 21:08:36,Organic Search,Android,v2.5.1,Control_A,Germany
usr_001721,2026-07-19,2026-07-19 20:05:19,Paid Search (Google),iOS,v2.5.1,Variant_B,Canada
usr_001722,2026-07-17,2026-07-17 15:56:02,Organic Search,Android,v2.5.3,Variant_B,United Kingdom
usr_001723,2026-08-08,2026-08-08 18:55:51,Paid Search (Google),iOS,v2.5.2,Variant_B,United Kingdom
usr_001724,2026-06-19,2026-06-19 23:09:43,Organic Search,Android,v2.5.1,Variant_B,United Kingdom
usr_001725,2026-07-26,2026-07-26 00:11:15,Paid Search (Google),iOS,v2.5.2,Control_A,United States
usr_001726,2026-08-18,2026-08-18 23:08:40,Organic Search,iOS,v2.5.2,Control_A,United Kingdom
usr_001727,2026-06-05,2026-06-05 16:23:34,Influencer Campaign,iOS,v2.5.1,Control_A,Germany
usr_001728,2026-07-16,2026-07-16 18:02:43,Organic Search,Android,v2.5.3,Control_A,Germany
usr_001729,2026-07-03,2026-07-03 11:13:08,Meta Ads (Instagram),Android,v2.5.2,Variant_B,United Kingdom
usr_001730,2026-06-25,2026-06-25 12:18:27,Meta Ads (Instagram),Android,v2.5.3,Control_A,Germany
usr_001731,2026-06-12,2026-06-12 01:04:18,Meta Ads (Instagram),Android,v2.5.3,Control_A,United Kingdom
usr_001732,2026-06-13,2026-06-13 03:13:59,Organic Search,Android,v2.5.3,Control_A,Germany
usr_001733,2026-06-16,2026-06-16 21:23:07,Meta Ads (Instagram),Android,v2.5.2,Variant_B,United Kingdom
usr_001734,2026-07-20,2026-07-20 00:36:45,Influencer Campaign,iOS,v2.5.1,Variant_B,India
usr_001735,2026-08-13,2026-08-13 01:26:47,Meta Ads (Instagram),Android,v2.5.3,Control_A,India
usr_001736,2026-06-30,2026-06-30 06:49:00,Organic Search,Web,v3.1.0-web,Control_A,Canada
usr_001737,2026-07-02,2026-07-02 12:00:49,Organic Search,Web,v3.1.0-web,Control_A,Germany
usr_001738,2026-07-03,2026-07-03 00:49:22,Meta Ads (Instagram),iOS,v2.5.3,Variant_B,United States
usr_001739,2026-08-28,2026-08-28 03:23:22,Organic Search,Android,v2.5.1,Control_A,United States
usr_001740,2026-06-01,2026-06-01 16:45:32,Paid Search (Google),iOS,v2.5.1,Control_A,United States
usr_001741,2026-08-03,2026-08-03 20:28:08,Meta Ads (Instagram),Android,v2.5.3,Variant_B,India
usr_001742,2026-06-01,2026-06-01 19:09:35,Paid Search (Google),Web,v3.1.0-web,Control_A,Canada
usr_001743,2026-08-13,2026-08-13 00:14:40,Paid Search (Google),iOS,v2.5.3,Variant_B,Germany
usr_001744,2026-07-09,2026-07-09 02:49:38,Meta Ads (Instagram),Android,v2.5.3,Variant_B,United States
usr_001745,2026-06-03,2026-06-03 12:50:03,Meta Ads (Instagram),Android,v2.5.3,Variant_B,India
usr_001746,2026-06-21,2026-06-21 20:25:08,Organic Search,iOS,v2.5.3,Variant_B,India
usr_001747,2026-06-06,2026-06-06 11:20:07,Organic Search,iOS,v2.5.1,Variant_B,Germany
usr_001748,2026-06-05,2026-06-05 13:49:45,Meta Ads (Instagram),Web,v3.1.0-web,Control_A,Germany
usr_001749,2026-07-12,2026-07-12 20:45:59,Referral,iOS,v2.5.2,Control_A,United Kingdom
usr_001750,2026-08-10,2026-08-10 12:17:18,Meta Ads (Instagram),Web,v3.1.0-web,Control_A,Canada
usr_001751,2026-08-17,2026-08-17 03:42:53,Referral,Android,v2.5.3,Control_A,United Kingdom
usr_001752,2026-08-07,2026-08-07 09:27:28,Organic Search,Android,v2.5.2,Variant_B,United States
usr_001753,2026-08-15,2026-08-15 01:17:14,Paid Search (Google),Web,v3.1.0-web,Variant_B,United States
usr_001754,2026-08-03,2026-08-03 13:37:33,Organic Search,iOS,v2.5.2,Variant_B,India
usr_001755,2026-08-16,2026-08-16 18:02:37,Paid Search (Google),iOS,v2.5.3,Control_A,United States
usr_001756,2026-06-02,2026-06-02 23:04:10,Meta Ads (Instagram),iOS,v2.5.2,Control_A,United States
usr_001757,2026-06-26,2026-06-26 11:36:33,Organic Search,Android,v2.5.3,Variant_B,India
usr_001758,2026-07-17,2026-07-17 00:59:48,Influencer Campaign,iOS,v2.5.1,Variant_B,Germany
usr_001759,2026-08-13,2026-08-13 10:19:15,Paid Search (Google),Android,v2.5.2,Variant_B,Canada
usr_001760,2026-06-06,2026-06-06 12:28:58,Meta Ads (Instagram),iOS,v2.5.2,Control_A,United Kingdom
usr_001761,2026-08-10,2026-08-10 06:00:50,Referral,iOS,v2.5.2,Control_A,India
usr_001762,2026-06-13,2026-06-13 04:59:34,Influencer Campaign,iOS,v2.5.3,Variant_B,Canada
usr_001763,2026-08-11,2026-08-11 00:02:36,Meta Ads (Instagram),iOS,v2.5.2,Variant_B,United States
usr_001764,2026-08-20,2026-08-20 13:55:28,Meta Ads (Instagram),iOS,v2.5.1,Control_A,India
usr_001765,2026-08-18,2026-08-18 23:32:27,Referral,Android,v2.5.3,Control_A,Canada
usr_001766,2026-08-06,2026-08-06 11:33:57,Meta Ads (Instagram),Android,v2.5.3,Variant_B,United States
usr_001767,2026-07-11,2026-07-11 04:10:08,Paid Search (Google),Android,v2.5.3,Variant_B,Canada
usr_001768,2026-06-27,2026-06-27 15:52:13,Paid Search (Google),iOS,v2.5.1,Variant_B,Canada
usr_001769,2026-06-22,2026-06-22 08:11:56,Referral,iOS,v2.5.1,Variant_B,United States
usr_001770,2026-07-19,2026-07-19 22:20:26,Organic Search,iOS,v2.5.2,Variant_B,India
usr_001771,2026-06-12,2026-06-12 17:35:16,Organic Search,Android,v2.5.1,Control_A,Canada
usr_001772,2026-08-15,2026-08-15 12:55:01,Organic Search,Android,v2.5.3,Variant_B,India
usr_001773,2026-08-29,2026-08-29 11:22:21,Influencer Campaign,iOS,v2.5.1,Control_A,United Kingdom
usr_001774,2026-07-11,2026-07-11 20:55:12,Organic Search,Android,v2.5.1,Control_A,United States
usr_001775,2026-06-07,2026-06-07 23:39:54,Organic Search,Android,v2.5.1,Control_A,India
usr_001776,2026-06-21,2026-06-21 12:12:03,Organic Search,Android,v2.5.2,Variant_B,United States
usr_001777,2026-08-18,2026-08-18 18:45:55,Meta Ads (Instagram),Android,v2.5.3,Variant_B,Canada
usr_001778,2026-08-04,2026-08-04 15:53:55,Organic Search,iOS,v2.5.1,Variant_B,United Kingdom
usr_001779,2026-07-29,2026-07-29 02:51:04,Meta Ads (Instagram),iOS,v2.5.2,Variant_B,Canada
usr_001780,2026-07-05,2026-07-05 09:12:42,Referral,Android,v2.5.3,Control_A,India
usr_001781,2026-07-09,2026-07-09 03:48:12,Meta Ads (Instagram),iOS,v2.5.2,Control_A,Canada
usr_001782,2026-06-29,2026-06-29 07:47:33,Influencer Campaign,Web,v3.1.0-web,Variant_B,Canada
usr_001783,2026-07-15,2026-07-15 04:48:35,Meta Ads (Instagram),Android,v2.5.1,Variant_B,India
usr_001784,2026-07-12,2026-07-12 10:00:46,Referral,Web,v3.1.0-web,Control_A,India
usr_001785,2026-08-01,2026-08-01 13:44:26,Referral,Android,v2.5.2,Variant_B,Germany
usr_001786,2026-06-13,2026-06-13 14:55:50,Paid Search (Google),Android,v2.5.1,Control_A,United Kingdom
usr_001787,2026-08-06,2026-08-06 14:43:20,Organic Search,iOS,v2.5.2,Variant_B,India
usr_001788,2026-06-21,2026-06-21 10:54:27,Meta Ads (Instagram),Android,v2.5.1,Control_A,India
usr_001789,2026-08-24,2026-08-24 06:36:09,Paid Search (Google),iOS,v2.5.1,Control_A,Canada
usr_001790,2026-08-14,2026-08-14 11:01:07,Influencer Campaign,iOS,v2.5.1,Control_A,Canada
usr_001791,2026-07-26,2026-07-26 08:53:11,Influencer Campaign,Web,v3.1.0-web,Variant_B,United States
usr_001792,2026-06-26,2026-06-26 01:40:14,Paid Search (Google),iOS,v2.5.1,Variant_B,United States
usr_001793,2026-08-21,2026-08-21 22:35:13,Referral,Android,v2.5.2,Variant_B,Canada
usr_001794,2026-07-09,2026-07-09 07:05:27,Meta Ads (Instagram),Android,v2.5.1,Variant_B,United Kingdom
usr_001795,2026-08-22,2026-08-22 10:44:16,Organic Search,Android,v2.5.1,Variant_B,United States
usr_001796,2026-07-28,2026-07-28 10:23:50,Referral,Android,v2.5.3,Variant_B,India
usr_001797,2026-07-27,2026-07-27 11:44:07,Paid Search (Google),Android,v2.5.2,Variant_B,United Kingdom
usr_001798,2026-06-09,2026-06-09 19:47:31,Meta Ads (Instagram),iOS,v2.5.1,Control_A,United Kingdom
usr_001799,2026-07-01,2026-07-01 15:18:09,Meta Ads (Instagram),Android,v2.5.1,Variant_B,United Kingdom
usr_001800,2026-06-23,2026-06-23 14:25:56,Paid Search (Google),iOS,v2.5.3,Control_A,India
usr_001801,2026-08-16,2026-08-16 19:54:24,Referral,Android,v2.5.1,Control_A,Canada
usr_001802,2026-06-22,2026-06-22 02:18:43,Referral,iOS,v2.5.2,Variant_B,United States
usr_001803,2026-06-07,2026-06-07 11:26:26,Influencer Campaign,iOS,v2.5.3,Control_A,Germany
usr_001804,2026-08-29,2026-08-29 03:14:13,Organic Search,iOS,v2.5.2,Control_A,United Kingdom
usr_001805,2026-07-27,2026-07-27 22:43:15,Meta Ads (Instagram),Web,v3.1.0-web,Variant_B,Germany
usr_001806,2026-07-25,2026-07-25 03:31:47,Referral,Android,v2.5.1,Control_A,Canada
usr_001807,2026-06-02,2026-06-02 20:24:51,Meta Ads (Instagram),iOS,v2.5.3,Control_A,United States
usr_001808,2026-08-26,2026-08-26 12:01:20,Organic Search,Android,v2.5.2,Control_A,Germany
usr_001809,2026-07-28,2026-07-28 08:48:18,Paid Search (Google),iOS,v2.5.3,Control_A,Canada
usr_001810,2026-07-23,2026-07-23 04:11:50,Meta Ads (Instagram),iOS,v2.5.1,Variant_B,United Kingdom
usr_001811,2026-08-11,2026-08-11 13:31:24,Referral,Android,v2.5.1,Variant_B,United States
usr_001812,2026-08-23,2026-08-23 06:28:09,Meta Ads (Instagram),iOS,v2.5.1,Control_A,United States
usr_001813,2026-08-19,2026-08-19 16:19:30,Referral,iOS,v2.5.3,Control_A,Germany
usr_001814,2026-08-13,2026-08-13 03:15:17,Meta Ads (Instagram),Android,v2.5.3,Variant_B,Canada
usr_001815,2026-07-12,2026-07-12 05:27:36,Meta Ads (Instagram),iOS,v2.5.3,Control_A,Germany
usr_001816,2026-06-27,2026-06-27 10:01:34,Paid Search (Google),iOS,v2.5.2,Control_A,Germany
usr_001817,2026-06-14,2026-06-14 06:42:38,Organic Search,iOS,v2.5.1,Control_A,Germany
usr_001818,2026-08-10,2026-08-10 15:58:27,Meta Ads (Instagram),Android,v2.5.1,Variant_B,United States
usr_001819,2026-08-01,2026-08-01 06:31:43,Organic Search,iOS,v2.5.3,Control_A,Germany
usr_001820,2026-08-17,2026-08-17 05:36:23,Organic Search,Android,v2.5.1,Variant_B,United Kingdom
usr_001821,2026-08-20,2026-08-20 19:34:47,Meta Ads (Instagram),iOS,v2.5.3,Control_A,United Kingdom
usr_001822,2026-08-27,2026-08-27 20:10:39,Paid Search (Google),iOS,v2.5.3,Variant_B,Germany
usr_001823,2026-07-07,2026-07-07 10:37:53,Organic Search,Android,v2.5.3,Control_A,United States
usr_001824,2026-06-19,2026-06-19 09:56:53,Paid Search (Google),iOS,v2.5.3,Control_A,United States
usr_001825,2026-07-21,2026-07-21 21:59:42,Influencer Campaign,iOS,v2.5.2,Variant_B,Canada
usr_001826,2026-07-27,2026-07-27 04:40:57,Organic Search,iOS,v2.5.1,Variant_B,India
usr_001827,2026-08-21,2026-08-21 00:07:22,Referral,iOS,v2.5.3,Variant_B,Canada
usr_001828,2026-07-14,2026-07-14 01:27:39,Referral,Android,v2.5.2,Control_A,United States
usr_001829,2026-08-22,2026-08-22 16:28:01,Paid Search (Google),iOS,v2.5.2,Control_A,India
usr_001830,2026-07-08,2026-07-08 05:45:09,Organic Search,iOS,v2.5.1,Variant_B,United States
usr_001831,2026-08-22,2026-08-22 04:58:10,Influencer Campaign,Android,v2.5.3,Variant_B,Germany
usr_001832,2026-06-15,2026-06-15 23:22:14,Meta Ads (Instagram),Android,v2.5.3,Control_A,Germany
usr_001833,2026-08-16,2026-08-16 21:29:23,Referral,iOS,v2.5.2,Control_A,India
usr_001834,2026-08-21,2026-08-21 07:21:45,Paid Search (Google),iOS,v2.5.1,Variant_B,Germany
usr_001835,2026-06-04,2026-06-04 17:43:05,Meta Ads (Instagram),iOS,v2.5.3,Control_A,India
usr_001836,2026-08-19,2026-08-19 04:53:16,Paid Search (Google),Android,v2.5.3,Control_A,United States
usr_001837,2026-07-26,2026-07-26 12:23:17,Organic Search,iOS,v2.5.1,Control_A,United Kingdom
usr_001838,2026-07-18,2026-07-18 09:29:29,Referral,iOS,v2.5.2,Variant_B,United Kingdom
usr_001839,2026-06-23,2026-06-23 18:48:53,Paid Search (Google),Android,v2.5.2,Variant_B,United States
usr_001840,2026-07-10,2026-07-10 15:56:53,Meta Ads (Instagram),Android,v2.5.3,Variant_B,United States
usr_001841,2026-07-23,2026-07-23 17:06:03,Meta Ads (Instagram),Android,v2.5.1,Control_A,United States
usr_001842,2026-08-11,2026-08-11 09:15:15,Organic Search,iOS,v2.5.3,Control_A,United Kingdom
usr_001843,2026-06-21,2026-06-21 17:59:59,Referral,Web,v3.1.0-web,Variant_B,Canada
usr_001844,2026-07-06,2026-07-06 15:38:21,Meta Ads (Instagram),iOS,v2.5.1,Control_A,Germany
usr_001845,2026-08-27,2026-08-27 09:11:42,Organic Search,iOS,v2.5.1,Control_A,Canada
usr_001846,2026-06-24,2026-06-24 20:10:51,Meta Ads (Instagram),Web,v3.1.0-web,Variant_B,United Kingdom
usr_001847,2026-07-28,2026-07-28 23:11:35,Referral,Android,v2.5.2,Control_A,Canada
usr_001848,2026-07-08,2026-07-08 16:39:27,Organic Search,Android,v2.5.3,Variant_B,Canada
usr_001849,2026-07-19,2026-07-19 06:52:27,Referral,iOS,v2.5.2,Control_A,Canada
usr_001850,2026-07-30,2026-07-30 10:31:21,Organic Search,iOS,v2.5.3,Variant_B,India
usr_001851,2026-06-25,2026-06-25 07:07:16,Organic Search,Android,v2.5.1,Control_A,United Kingdom
usr_001852,2026-08-05,2026-08-05 03:29:48,Paid Search (Google),Android,v2.5.2,Control_A,India
usr_001853,2026-08-03,2026-08-03 04:06:25,Influencer Campaign,iOS,v2.5.2,Variant_B,United States
usr_001854,2026-06-11,2026-06-11 01:58:52,Organic Search,iOS,v2.5.3,Variant_B,United Kingdom
usr_001855,2026-07-21,2026-07-21 06:38:36,Meta Ads (Instagram),Android,v2.5.1,Variant_B,United States
usr_001856,2026-06-21,2026-06-21 20:02:31,Organic Search,Android,v2.5.2,Control_A,Germany
usr_001857,2026-06-10,2026-06-10 20:21:34,Referral,iOS,v2.5.1,Variant_B,India
usr_001858,2026-07-21,2026-07-21 20:28:42,Influencer Campaign,iOS,v2.5.2,Control_A,United States
usr_001859,2026-07-28,2026-07-28 02:49:39,Meta Ads (Instagram),Android,v2.5.2,Control_A,United States
usr_001860,2026-08-27,2026-08-27 14:16:41,Paid Search (Google),iOS,v2.5.3,Variant_B,Canada
usr_001861,2026-06-18,2026-06-18 23:23:50,Paid Search (Google),Android,v2.5.1,Variant_B,United States
usr_001862,2026-07-31,2026-07-31 12:53:10,Meta Ads (Instagram),iOS,v2.5.1,Variant_B,Germany
usr_001863,2026-08-28,2026-08-28 10:38:16,Meta Ads (Instagram),iOS,v2.5.3,Control_A,United Kingdom
usr_001864,2026-06-09,2026-06-09 20:29:50,Organic Search,Android,v2.5.1,Control_A,United States
usr_001865,2026-08-07,2026-08-07 19:43:28,Paid Search (Google),iOS,v2.5.1,Variant_B,Canada
usr_001866,2026-06-10,2026-06-10 18:31:29,Paid Search (Google),iOS,v2.5.2,Variant_B,India
usr_001867,2026-06-03,2026-06-03 22:49:44,Meta Ads (Instagram),Android,v2.5.3,Variant_B,Canada
usr_001868,2026-07-20,2026-07-20 19:47:40,Influencer Campaign,iOS,v2.5.3,Control_A,United States
usr_001869,2026-06-24,2026-06-24 12:51:05,Meta Ads (Instagram),Android,v2.5.3,Variant_B,United Kingdom
usr_001870,2026-08-18,2026-08-18 14:18:59,Meta Ads (Instagram),iOS,v2.5.3,Control_A,India
usr_001871,2026-06-18,2026-06-18 00:44:37,Paid Search (Google),iOS,v2.5.3,Control_A,Germany
usr_001872,2026-08-20,2026-08-20 10:48:43,Organic Search,Android,v2.5.2,Control_A,United Kingdom
usr_001873,2026-07-10,2026-07-10 22:41:25,Organic Search,Android,v2.5.2,Control_A,India
usr_001874,2026-07-14,2026-07-14 13:37:02,Organic Search,iOS,v2.5.2,Variant_B,India
usr_001875,2026-06-29,2026-06-29 15:58:14,Meta Ads (Instagram),iOS,v2.5.2,Control_A,India
usr_001876,2026-07-31,2026-07-31 03:51:07,Paid Search (Google),iOS,v2.5.1,Control_A,India
usr_001877,2026-07-30,2026-07-30 18:14:22,Meta Ads (Instagram),Android,v2.5.1,Control_A,Germany
usr_001878,2026-06-28,2026-06-28 20:41:00,Meta Ads (Instagram),Android,v2.5.3,Control_A,Canada
usr_001879,2026-07-15,2026-07-15 04:37:56,Influencer Campaign,iOS,v2.5.1,Variant_B,Germany
usr_001880,2026-07-18,2026-07-18 08:00:48,Organic Search,Android,v2.5.2,Variant_B,Canada
usr_001881,2026-06-12,2026-06-12 22:38:31,Meta Ads (Instagram),Android,v2.5.3,Control_A,India
usr_001882,2026-07-20,2026-07-20 16:53:40,Meta Ads (Instagram),Android,v2.5.1,Variant_B,India
usr_001883,2026-07-26,2026-07-26 17:50:33,Meta Ads (Instagram),Android,v2.5.2,Variant_B,Germany
usr_001884,2026-08-21,2026-08-21 11:05:25,Paid Search (Google),Android,v2.5.2,Variant_B,United States
usr_001885,2026-06-11,2026-06-11 23:10:34,Meta Ads (Instagram),iOS,v2.5.2,Variant_B,India
usr_001886,2026-06-03,2026-06-03 20:02:35,Organic Search,Web,v3.1.0-web,Variant_B,Germany
usr_001887,2026-06-07,2026-06-07 22:33:42,Paid Search (Google),Web,v3.1.0-web,Control_A,United States
usr_001888,2026-08-21,2026-08-21 16:08:07,Meta Ads (Instagram),Android,v2.5.1,Variant_B,India
usr_001889,2026-08-24,2026-08-24 19:06:01,Organic Search,Android,v2.5.1,Variant_B,Canada
